행정구역,기간,인구수
대구광역시  (2700000000),2016년10월_계_60~69세,"267,974"
인천광역시  (2800000000),2016년10월_계_60~69세,"271,718"
광주광역시  (2900000000),2016년10월_계_60~69세,"131,951"
대전광역시  (3000000000),2016년10월_계_60~69세,"142,185"
울산광역시  (3100000000),2016년10월_계_60~69세,"107,598"
세종특별자치시  (3600000000),2016년10월_계_60~69세,"17,822"
경기도  (4100000000),2016년10월_계_60~69세,"1,097,761"
강원도  (4200000000),2016년10월_계_60~69세,"180,594"
충청북도  (4300000000),2016년10월_계_60~69세,"168,107"
충청남도  (4400000000),2016년10월_계_60~69세,"223,926"
전라북도  (4500000000),2016년10월_계_60~69세,"217,381"
전라남도  (4600000000),2016년10월_계_60~69세,"229,720"
경상북도  (4700000000),2016년10월_계_60~69세,"333,267"
경상남도  (4800000000),2016년10월_계_60~69세,"357,044"
제주특별자치도  (5000000000),2016년10월_계_60~69세,"61,395"
전국  (0000000000),2016년10월_계_70~79세,"3,229,523"
서울특별시  (1100000000),2016년10월_계_70~79세,"599,905"
부산광역시  (2600000000),2016년10월_계_70~79세,"245,590"
대구광역시  (2700000000),2016년10월_계_70~79세,"150,040"
인천광역시  (2800000000),2016년10월_계_70~79세,"146,727"
광주광역시  (2900000000),2016년10월_계_70~79세,"78,859"
대전광역시  (3000000000),2016년10월_계_70~79세,"77,611"
울산광역시  (3100000000),2016년10월_계_70~79세,"47,082"
세종특별자치시  (3600000000),2016년10월_계_70~79세,"10,775"
경기도  (4100000000),2016년10월_계_70~79세,"636,454"
강원도  (4200000000),2016년10월_계_70~79세,"132,768"
충청북도  (4300000000),2016년10월_계_70~79세,"114,286"
충청남도  (4400000000),2016년10월_계_70~79세,"158,996"
전라북도  (4500000000),2016년10월_계_70~79세,"155,803"
전라남도  (4600000000),2016년10월_계_70~79세,"190,044"
경상북도  (4700000000),2016년10월_계_70~79세,"226,080"
경상남도  (4800000000),2016년10월_계_70~79세,"217,963"
제주특별자치도  (5000000000),2016년10월_계_70~79세,"40,540"
전국  (0000000000),2016년10월_계_80~89세,"1,306,354"
서울특별시  (1100000000),2016년10월_계_80~89세,"204,696"
부산광역시  (2600000000),2016년10월_계_80~89세,"84,382"
대구광역시  (2700000000),2016년10월_계_80~89세,"57,148"
인천광역시  (2800000000),2016년10월_계_80~89세,"58,451"
광주광역시  (2900000000),2016년10월_계_80~89세,"29,999"
대전광역시  (3000000000),2016년10월_계_80~89세,"31,073"
울산광역시  (3100000000),2016년10월_계_80~89세,"17,013"
세종특별자치시  (3600000000),2016년10월_계_80~89세,"5,137"
경기도  (4100000000),2016년10월_계_80~89세,"251,051"
강원도  (4200000000),2016년10월_계_80~89세,"52,840"
충청북도  (4300000000),2016년10월_계_80~89세,"51,025"
충청남도  (4400000000),2016년10월_계_80~89세,"80,046"
전라북도  (4500000000),2016년10월_계_80~89세,"74,464"
전라남도  (4600000000),2016년10월_계_80~89세,"86,590"
경상북도  (4700000000),2016년10월_계_80~89세,"106,226"
경상남도  (4800000000),2016년10월_계_80~89세,"97,770"
제주특별자치도  (5000000000),2016년10월_계_80~89세,"18,443"
전국  (0000000000),2016년10월_계_90~99세,"174,437"
서울특별시  (1100000000),2016년10월_계_90~99세,"31,007"
부산광역시  (2600000000),2016년10월_계_90~99세,"10,143"
대구광역시  (2700000000),2016년10월_계_90~99세,"6,313"
인천광역시  (2800000000),2016년10월_계_90~99세,"8,415"
광주광역시  (2900000000),2016년10월_계_90~99세,"4,111"
대전광역시  (3000000000),2016년10월_계_90~99세,"4,059"
울산광역시  (3100000000),2016년10월_계_90~99세,"2,161"
세종특별자치시  (3600000000),2016년10월_계_90~99세,663
경기도  (4100000000),2016년10월_계_90~99세,"34,976"
강원도  (4200000000),2016년10월_계_90~99세,"8,029"
충청북도  (4300000000),2016년10월_계_90~99세,"6,285"
충청남도  (4400000000),2016년10월_계_90~99세,"9,883"
전라북도  (4500000000),2016년10월_계_90~99세,"9,165"
전라남도  (4600000000),2016년10월_계_90~99세,"11,302"
경상북도  (4700000000),2016년10월_계_90~99세,"13,277"
경상남도  (4800000000),2016년10월_계_90~99세,"11,562"
제주특별자치도  (5000000000),2016년10월_계_90~99세,"3,086"
전국  (0000000000),2016년10월_계_100세 이상,"17,413"
서울특별시  (1100000000),2016년10월_계_100세 이상,"5,411"
부산광역시  (2600000000),2016년10월_계_100세 이상,"1,568"
대구광역시  (2700000000),2016년10월_계_100세 이상,591
인천광역시  (2800000000),2016년10월_계_100세 이상,750
광주광역시  (2900000000),2016년10월_계_100세 이상,355
대전광역시  (3000000000),2016년10월_계_100세 이상,317
울산광역시  (3100000000),2016년10월_계_100세 이상,137
세종특별자치시  (3600000000),2016년10월_계_100세 이상,49
경기도  (4100000000),2016년10월_계_100세 이상,"3,277"
강원도  (4200000000),2016년10월_계_100세 이상,645
충청북도  (4300000000),2016년10월_계_100세 이상,471
충청남도  (4400000000),2016년10월_계_100세 이상,724
전라북도  (4500000000),2016년10월_계_100세 이상,698
전라남도  (4600000000),2016년10월_계_100세 이상,759
경상북도  (4700000000),2016년10월_계_100세 이상,808
경상남도  (4800000000),2016년10월_계_100세 이상,629
제주특별자치도  (5000000000),2016년10월_계_100세 이상,224
전국  (0000000000),2016년11월_계_총인구수,"51,687,682"
서울특별시  (1100000000),2016년11월_계_총인구수,"9,943,333"
부산광역시  (2600000000),2016년11월_계_총인구수,"3,501,671"
대구광역시  (2700000000),2016년11월_계_총인구수,"2,485,535"
인천광역시  (2800000000),2016년11월_계_총인구수,"2,942,613"
광주광역시  (2900000000),2016년11월_계_총인구수,"1,471,384"
대전광역시  (3000000000),2016년11월_계_총인구수,"1,515,394"
울산광역시  (3100000000),2016년11월_계_총인구수,"1,172,891"
세종특별자치시  (3600000000),2016년11월_계_총인구수,"240,560"
경기도  (4100000000),2016년11월_계_총인구수,"12,699,920"
강원도  (4200000000),2016년11월_계_총인구수,"1,550,209"
충청북도  (4300000000),2016년11월_계_총인구수,"1,590,537"
충청남도  (4400000000),2016년11월_계_총인구수,"2,093,838"
전라북도  (4500000000),2016년11월_계_총인구수,"1,864,475"
전라남도  (4600000000),2016년11월_계_총인구수,"1,902,260"
경상북도  (4700000000),2016년11월_계_총인구수,"2,700,843"
경상남도  (4800000000),2016년11월_계_총인구수,"3,371,731"
제주특별자치도  (5000000000),2016년11월_계_총인구수,"640,488"
전국  (0000000000),2016년11월_계_연령구간인구수,"51,687,682"
서울특별시  (1100000000),2016년11월_계_연령구간인구수,"9,943,333"
부산광역시  (2600000000),2016년11월_계_연령구간인구수,"3,501,671"
대구광역시  (2700000000),2016년11월_계_연령구간인구수,"2,485,535"
인천광역시  (2800000000),2016년11월_계_연령구간인구수,"2,942,613"
광주광역시  (2900000000),2016년11월_계_연령구간인구수,"1,471,384"
대전광역시  (3000000000),2016년11월_계_연령구간인구수,"1,515,394"
울산광역시  (3100000000),2016년11월_계_연령구간인구수,"1,172,891"
세종특별자치시  (3600000000),2016년11월_계_연령구간인구수,"240,560"
경기도  (4100000000),2016년11월_계_연령구간인구수,"12,699,920"
강원도  (4200000000),2016년11월_계_연령구간인구수,"1,550,209"
충청북도  (4300000000),2016년11월_계_연령구간인구수,"1,590,537"
충청남도  (4400000000),2016년11월_계_연령구간인구수,"2,093,838"
전라북도  (4500000000),2016년11월_계_연령구간인구수,"1,864,475"
전라남도  (4600000000),2016년11월_계_연령구간인구수,"1,902,260"
경상북도  (4700000000),2016년11월_계_연령구간인구수,"2,700,843"
경상남도  (4800000000),2016년11월_계_연령구간인구수,"3,371,731"
제주특별자치도  (5000000000),2016년11월_계_연령구간인구수,"640,488"
전국  (0000000000),2016년11월_계_0~9세,"4,570,380"
서울특별시  (1100000000),2016년11월_계_0~9세,"763,485"
부산광역시  (2600000000),2016년11월_계_0~9세,"267,512"
대구광역시  (2700000000),2016년11월_계_0~9세,"207,080"
인천광역시  (2800000000),2016년11월_계_0~9세,"269,931"
광주광역시  (2900000000),2016년11월_계_0~9세,"141,260"
대전광역시  (3000000000),2016년11월_계_0~9세,"142,311"
울산광역시  (3100000000),2016년11월_계_0~9세,"116,094"
세종특별자치시  (3600000000),2016년11월_계_0~9세,"34,597"
경기도  (4100000000),2016년11월_계_0~9세,"1,251,171"
강원도  (4200000000),2016년11월_계_0~9세,"121,569"
충청북도  (4300000000),2016년11월_계_0~9세,"141,569"
충청남도  (4400000000),2016년11월_계_0~9세,"197,160"
전라북도  (4500000000),2016년11월_계_0~9세,"157,484"
전라남도  (4600000000),2016년11월_계_0~9세,"156,850"
경상북도  (4700000000),2016년11월_계_0~9세,"222,604"
경상남도  (4800000000),2016년11월_계_0~9세,"315,460"
제주특별자치도  (5000000000),2016년11월_계_0~9세,"64,243"
전국  (0000000000),2016년11월_계_10~19세,"5,501,612"
서울특별시  (1100000000),2016년11월_계_10~19세,"938,421"
부산광역시  (2600000000),2016년11월_계_10~19세,"327,027"
대구광역시  (2700000000),2016년11월_계_10~19세,"275,447"
인천광역시  (2800000000),2016년11월_계_10~19세,"312,485"
광주광역시  (2900000000),2016년11월_계_10~19세,"188,503"
대전광역시  (3000000000),2016년11월_계_10~19세,"176,781"
울산광역시  (3100000000),2016년11월_계_10~19세,"133,303"
세종특별자치시  (3600000000),2016년11월_계_10~19세,"26,842"
경기도  (4100000000),2016년11월_계_10~19세,"1,444,235"
강원도  (4200000000),2016년11월_계_10~19세,"163,972"
충청북도  (4300000000),2016년11월_계_10~19세,"172,410"
충청남도  (4400000000),2016년11월_계_10~19세,"223,001"
전라북도  (4500000000),2016년11월_계_10~19세,"208,299"
전라남도  (4600000000),2016년11월_계_10~19세,"200,445"
경상북도  (4700000000),2016년11월_계_10~19세,"265,675"
경상남도  (4800000000),2016년11월_계_10~19세,"368,951"
제주특별자치도  (5000000000),2016년11월_계_10~19세,"75,815"
전국  (0000000000),2016년11월_계_20~29세,"6,751,641"
서울특별시  (1100000000),2016년11월_계_20~29세,"1,444,919"
부산광역시  (2600000000),2016년11월_계_20~29세,"455,519"
대구광역시  (2700000000),2016년11월_계_20~29세,"330,147"
인천광역시  (2800000000),2016년11월_계_20~29세,"406,214"
광주광역시  (2900000000),2016년11월_계_20~29세,"201,929"
대전광역시  (3000000000),2016년11월_계_20~29세,"212,894"
울산광역시  (3100000000),2016년11월_계_20~29세,"158,751"
세종특별자치시  (3600000000),2016년11월_계_20~29세,"26,055"
경기도  (4100000000),2016년11월_계_20~29세,"1,681,325"
강원도  (4200000000),2016년11월_계_20~29세,"184,590"
충청북도  (4300000000),2016년11월_계_20~29세,"197,845"
충청남도  (4400000000),2016년11월_계_20~29세,"245,160"
전라북도  (4500000000),2016년11월_계_20~29세,"219,019"
전라남도  (4600000000),2016년11월_계_20~29세,"205,472"
경상북도  (4700000000),2016년11월_계_20~29세,"308,341"
경상남도  (4800000000),2016년11월_계_20~29세,"397,073"
제주특별자치도  (5000000000),2016년11월_계_20~29세,"76,388"
전국  (0000000000),2016년11월_계_30~39세,"7,557,813"
서울특별시  (1100000000),2016년11월_계_30~39세,"1,628,185"
부산광역시  (2600000000),2016년11월_계_30~39세,"485,749"
대구광역시  (2700000000),2016년11월_계_30~39세,"334,992"
인천광역시  (2800000000),2016년11월_계_30~39세,"451,418"
광주광역시  (2900000000),2016년11월_계_30~39세,"214,599"
대전광역시  (3000000000),2016년11월_계_30~39세,"223,803"
울산광역시  (3100000000),2016년11월_계_30~39세,"177,963"
세종특별자치시  (3600000000),2016년11월_계_30~39세,"45,735"
경기도  (4100000000),2016년11월_계_30~39세,"1,958,894"
강원도  (4200000000),2016년11월_계_30~39세,"185,982"
충청북도  (4300000000),2016년11월_계_30~39세,"213,224"
충청남도  (4400000000),2016년11월_계_30~39세,"295,158"
전라북도  (4500000000),2016년11월_계_30~39세,"226,644"
전라남도  (4600000000),2016년11월_계_30~39세,"219,893"
경상북도  (4700000000),2016년11월_계_30~39세,"340,818"
경상남도  (4800000000),2016년11월_계_30~39세,"467,947"
제주특별자치도  (5000000000),2016년11월_계_30~39세,"86,809"
전국  (0000000000),2016년11월_계_40~49세,"8,798,021"
서울특별시  (1100000000),2016년11월_계_40~49세,"1,679,478"
부산광역시  (2600000000),2016년11월_계_40~49세,"558,941"
대구광역시  (2700000000),2016년11월_계_40~49세,"432,014"
인천광역시  (2800000000),2016년11월_계_40~49세,"512,487"
광주광역시  (2900000000),2016년11월_계_40~49세,"256,339"
대전광역시  (3000000000),2016년11월_계_40~49세,"264,546"
울산광역시  (3100000000),2016년11월_계_40~49세,"207,046"
세종특별자치시  (3600000000),2016년11월_계_40~49세,"43,628"
경기도  (4100000000),2016년11월_계_40~49세,"2,311,023"
강원도  (4200000000),2016년11월_계_40~49세,"246,466"
충청북도  (4300000000),2016년11월_계_40~49세,"259,838"
충청남도  (4400000000),2016년11월_계_40~49세,"335,379"
전라북도  (4500000000),2016년11월_계_40~49세,"295,695"
전라남도  (4600000000),2016년11월_계_40~49세,"286,282"
경상북도  (4700000000),2016년11월_계_40~49세,"422,005"
경상남도  (4800000000),2016년11월_계_40~49세,"574,555"
제주특별자치도  (5000000000),2016년11월_계_40~49세,"112,299"
전국  (0000000000),2016년11월_계_50~59세,"8,412,800"
서울특별시  (1100000000),2016년11월_계_50~59세,"1,570,995"
부산광역시  (2600000000),2016년11월_계_50~59세,"611,284"
대구광역시  (2700000000),2016년11월_계_50~59세,"422,091"
인천광역시  (2800000000),2016년11월_계_50~59세,"501,793"
광주광역시  (2900000000),2016년11월_계_50~59세,"222,669"
대전광역시  (3000000000),2016년11월_계_50~59세,"238,751"
울산광역시  (3100000000),2016년11월_계_50~59세,"204,923"
세종특별자치시  (3600000000),2016년11월_계_50~59세,"29,093"
경기도  (4100000000),2016년11월_계_50~59세,"2,019,253"
강원도  (4200000000),2016년11월_계_50~59세,"271,430"
충청북도  (4300000000),2016년11월_계_50~59세,"264,048"
충청남도  (4400000000),2016년11월_계_50~59세,"323,122"
전라북도  (4500000000),2016년11월_계_50~59세,"298,596"
전라남도  (4600000000),2016년11월_계_50~59세,"313,939"
경상북도  (4700000000),2016년11월_계_50~59세,"459,971"
경상남도  (4800000000),2016년11월_계_50~59세,"560,177"
제주특별자치도  (5000000000),2016년11월_계_50~59세,"100,665"
전국  (0000000000),2016년11월_계_60~69세,"5,354,130"
서울특별시  (1100000000),2016년11월_계_60~69세,"1,074,277"
